2	3	4	5	10	20	50	100	200	500	1000	2000	5000
0.066931	0.078533	0.079871	0.105752	0.062469	0.069163	0.066039	0.242292	0.39802	4.085507	34.832111	159.960787	1376.336903
0.050868	0.074963	0.09415	0.101736	0.0589	0.064701	0.111106	0.225336	0.514035	3.019955	37.68786	181.635478	1296.786434
0.052207	0.084334	0.087457	0.089688	0.046406	0.068717	0.098613	0.178038	0.540362	4.16047	36.083286	170.820221	1322.417678
0.069162	0.085672	0.092366	0.094596	0.059346	0.064254	0.072286	0.217305	0.373479	4.332708	33.458228	164.622798	1298.76404
0.051315	0.066931	0.086119	0.102182	0.073179	0.07541	0.136541	0.200794	0.404713	3.019063	34.592049	162.918273	1335.066416
0.057115	0.077194	0.12003	0.090581	0.057562	0.074517	0.115569	0.222213	0.518497	3.045836	33.422977	161.489059	1340.357139
0.051314	0.07898	0.105752	0.100397	0.048191	0.0647	0.098167	0.1767	0.543038	3.220749	42.022352	159.400346	1279.541277
0.064701	0.10709	0.09192	0.099506	0.0589	0.062469	0.064254	0.218197	0.542592	4.191705	37.805213	161.482366	1310.875988
0.06827	0.054884	0.093258	0.103075	0.076749	0.061577	0.101736	0.208381	0.514481	3.017724	34.843267	162.606371	1283.625446
0.070502	0.069163	0.101736	0.104413	0.063808	0.072732	0.100397	0.199902	0.516266	3.042266	35.618781	164.008365	1310.581488
0.072732	0.068716	0.077194	0.080318	0.045067	0.093705	0.123154	0.1767	0.513589	3.04762	35.200681	159.609173	1374.900105
0.074518	0.062024	0.087011	0.096382	0.059346	0.058454	0.097274	0.197225	0.460936	4.586155	33.630465	162.558627	1289.927727
0.072286	0.070501	0.116015	0.106198	0.045068	0.046852	0.095489	0.232029	0.517158	4.109155	36.256862	154.522815	1337.323797
0.065593	0.055776	0.087458	0.067824	0.050868	0.062023	0.103967	0.193209	0.543038	3.029325	41.56811	205.364525	1286.748475
0.064701	0.070947	0.079871	0.131632	0.058008	0.058008	0.121816	0.199902	0.513142	3.020402	35.789679	154.253304	1355.82236
0.065593	0.077641	0.084334	0.069162	0.056669	0.068717	0.115569	0.187855	0.551517	3.998495	36.776698	161.091485	1365.373503
0.064255	0.054438	0.08835	0.105306	0.046406	0.061577	0.120924	0.203919	0.337335	4.147976	33.446626	175.254664	1286.539202
0.08478	0.070501	0.103075	0.097274	0.062916	0.075856	0.099505	0.280667	0.526528	3.080194	38.361193	158.818041	1349.575854
0.068716	0.074964	0.088795	0.102628	0.046406	0.062024	0.133863	0.210165	0.409621	3.059668	36.905653	159.335199	1303.971767
0.070947	0.05176	0.09058	0.09549	0.050868	0.06247	0.09415	0.21552	0.390881	4.056949	36.128354	166.408088	1343.765296
0.097274	0.068716	0.087904	0.093704	0.046406	0.062469	0.091473	0.192764	0.405605	3.132846	36.982401	158.856861	1341.66052
0.078087	0.073179	0.078087	0.099505	0.060685	0.062916	0.116462	0.205257	0.538577	4.201075	36.393403	158.315161	1283.949841
0.053099	0.08478	0.087011	0.102629	0.044175	0.059792	0.103075	0.158851	0.398913	3.102058	34.364036	191.760895	1352.173248
0.061577	0.052653	0.08835	0.094597	0.062023	0.056669	0.100397	0.178038	0.419439	3.722738	35.305541	167.572698	1291.239141
0.052653	0.079425	0.087458	0.103521	0.045514	0.069609	0.104414	0.229352	0.572935	4.229187	40.065272	169.704693	1329.93276
